installment,grade,home_ownership,loan_status
114.18,E,RENT,Fully Paid
120.63,B,RENT,Fully Paid
367,F,RENT,Fully Paid
520.24,B,RENT,Fully Paid
166.63,C,RENT,Charged Off
61.68,A,MORTGAGE,Fully Paid
159.96,C,RENT,Fully Paid
538.95,C,MORTGAGE,Fully Paid
573.32,C,MORTGAGE,Fully Paid
287.09,B,MORTGAGE,Fully Paid
94.82,C,RENT,Charged Off
673.11,G,RENT,Fully Paid
160.45,B,RENT,Fully Paid
617.16,E,MORTGAGE,Fully Paid
391.01,A,RENT,Fully Paid
505.46,B,RENT,Fully Paid
356.81,F,MORTGAGE,Fully Paid
578.09,C,MORTGAGE,Fully Paid
185.02,A,MORTGAGE,Fully Paid
192.54,B,RENT,Fully Paid
107.61,E,RENT,Fully Paid
301.6,A,RENT,Fully Paid
214.68,A,MORTGAGE,Fully Paid
346.93,A,MORTGAGE,Fully Paid
490.87,C,RENT,Fully Paid
272.92,C,RENT,Fully Paid
119.48,D,MORTGAGE,Fully Paid
214.68,A,MORTGAGE,Fully Paid
352.62,D,RENT,Fully Paid
224.63,B,RENT,Fully Paid
335.07,C,OWN,Fully Paid
305,A,RENT,Fully Paid
797.91,B,MORTGAGE,Fully Paid
409.38,C,MORTGAGE,Fully Paid
115.62,C,MORTGAGE,Fully Paid
112.77,C,RENT,Fully Paid
428.5,B,RENT,Fully Paid
460.01,A,RENT,Fully Paid
151.64,A,MORTGAGE,Fully Paid
223.42,B,MORTGAGE,Fully Paid
324.55,A,MORTGAGE,Fully Paid
96.08,A,MORTGAGE,Fully Paid
199.09,D,MORTGAGE,Fully Paid
161.32,B,RENT,Fully Paid
284.41,D,MORTGAGE,Fully Paid
100.36,D,RENT,Charged Off
60.64,C,MORTGAGE,Fully Paid
184.01,A,RENT,Fully Paid
357.78,C,MORTGAGE,Charged Off
32.44,B,OWN,Fully Paid
702.65,E,MORTGAGE,Fully Paid
372.61,A,RENT,Fully Paid
158.3,C,MORTGAGE,Fully Paid
194.62,B,RENT,Fully Paid
539.65,B,OWN,Fully Paid
387.95,A,MORTGAGE,Fully Paid
175.4,B,MORTGAGE,Fully Paid
446.09,B,MORTGAGE,Charged Off
161.32,B,RENT,Fully Paid
189.55,A,MORTGAGE,Fully Paid
460.01,A,MORTGAGE,Fully Paid
617.16,E,MORTGAGE,Fully Paid
225.84,B,OWN,Fully Paid
90.98,C,MORTGAGE,Charged Off
389.24,B,RENT,Fully Paid
118.52,C,RENT,Fully Paid
153.34,A,RENT,Fully Paid
159.2,C,RENT,Fully Paid
228.75,A,RENT,Fully Paid
462.54,A,MORTGAGE,Fully Paid
109.18,A,MORTGAGE,Fully Paid
443.91,A,MORTGAGE,Charged Off
397.15,A,RENT,Fully Paid
412.64,E,MORTGAGE,Fully Paid
412.82,D,MORTGAGE,Fully Paid
38.93,B,RENT,Charged Off
344.56,C,MORTGAGE,Fully Paid
191.5,B,MORTGAGE,Charged Off
153.34,A,RENT,Fully Paid
145.68,C,MORTGAGE,Fully Paid
129.62,B,RENT,Fully Paid
48.42,D,MORTGAGE,Fully Paid
245.92,A,OWN,Fully Paid
129.75,B,RENT,Fully Paid
318.44,A,MORTGAGE,Fully Paid
259.5,B,MORTGAGE,Fully Paid
518.74,D,MORTGAGE,Fully Paid
195.81,A,MORTGAGE,Fully Paid
133.91,B,MORTGAGE,Charged Off
207.38,A,RENT,Fully Paid
230.83,A,MORTGAGE,Fully Paid
61.68,A,OWN,Fully Paid
63.49,B,RENT,Fully Paid
339.64,A,OWN,Fully Paid
288.7,C,RENT,Charged Off
270.91,C,MORTGAGE,Fully Paid
491.42,B,MORTGAGE,Fully Paid
228.75,A,MORTGAGE,Fully Paid
110.08,C,RENT,Fully Paid
166.8,A,RENT,Fully Paid
576.16,C,MORTGAGE,Fully Paid
178.41,B,RENT,Fully Paid
204.99,B,MORTGAGE,Fully Paid
196.65,C,MORTGAGE,Fully Paid
172.51,A,MORTGAGE,Fully Paid
181.21,A,MORTGAGE,Fully Paid
258.1,B,OWN,Fully Paid
241.71,A,RENT,Fully Paid
161.45,B,MORTGAGE,Charged Off
85.87,A,RENT,Charged Off
242.62,A,OWN,Fully Paid
134.94,A,OWN,Fully Paid
174.6,B,RENT,Fully Paid
342.85,C,MORTGAGE,Fully Paid
297.4,C,MORTGAGE,Charged Off
111.01,A,RENT,Fully Paid
402.08,C,OWN,Fully Paid
335.07,C,RENT,Fully Paid
466.78,B,MORTGAGE,Fully Paid
211.04,B,MORTGAGE,Charged Off
162.19,B,OWN,Fully Paid
193.58,B,MORTGAGE,Fully Paid
211.12,A,MORTGAGE,Fully Paid
170.21,C,RENT,Fully Paid
160.45,B,MORTGAGE,Fully Paid
336.53,B,MORTGAGE,Fully Paid
370.92,D,MORTGAGE,Fully Paid
464.01,C,RENT,Charged Off
240.91,D,MORTGAGE,Fully Paid
150.88,A,MORTGAGE,Fully Paid
203.54,B,RENT,Fully Paid
405.62,G,MORTGAGE,Fully Paid
180.56,B,MORTGAGE,Fully Paid
395.18,A,MORTGAGE,Fully Paid
139.06,D,RENT,Fully Paid
371.08,A,RENT,Fully Paid
166.8,A,RENT,Fully Paid
189.38,A,MORTGAGE,Fully Paid
371.62,E,MORTGAGE,Fully Paid
309.61,B,MORTGAGE,Fully Paid
256.04,C,RENT,Fully Paid
175.9,A,RENT,Fully Paid
414.87,F,RENT,Fully Paid
77.09,A,RENT,Fully Paid
38.51,B,RENT,Fully Paid
235.8,C,MORTGAGE,Fully Paid
587.69,D,MORTGAGE,Fully Paid
383.35,A,MORTGAGE,Fully Paid
127.67,B,MORTGAGE,Fully Paid
356.54,D,RENT,Charged Off
734.81,C,RENT,Fully Paid
157.07,A,RENT,Fully Paid
510.63,C,RENT,Fully Paid
373.38,A,MORTGAGE,Fully Paid
185,A,RENT,Fully Paid
185.02,A,MORTGAGE,Fully Paid
207.46,B,RENT,Fully Paid
166.63,C,RENT,Charged Off
189.21,D,RENT,Fully Paid
342.36,A,RENT,Fully Paid
348.59,C,RENT,Fully Paid
305,A,MORTGAGE,Fully Paid
241.57,B,RENT,Fully Paid
61,A,RENT,Fully Paid
101.06,C,OWN,Fully Paid
212.96,B,MORTGAGE,Fully Paid
48.14,B,OWN,Fully Paid
97.31,B,RENT,Fully Paid
159.59,B,MORTGAGE,Fully Paid
107.13,B,RENT,Fully Paid
368.01,A,MORTGAGE,Fully Paid
454.86,C,MORTGAGE,Fully Paid
225.88,A,OWN,Fully Paid
185.02,A,MORTGAGE,Fully Paid
305.97,F,RENT,Fully Paid
213.48,B,RENT,Fully Paid
162.39,C,RENT,Fully Paid
369.04,A,MORTGAGE,Fully Paid
348.69,B,RENT,Fully Paid
342.84,B,RENT,Fully Paid
282.95,C,OWN,Fully Paid
213.48,A,MORTGAGE,Fully Paid
127.38,A,MORTGAGE,Fully Paid
51.35,B,MORTGAGE,Fully Paid
278.53,B,RENT,Fully Paid
469.81,F,MORTGAGE,Charged Off
270.55,F,MORTGAGE,Fully Paid
213.49,B,MORTGAGE,Fully Paid
225.11,A,RENT,Fully Paid
232.64,E,MORTGAGE,Fully Paid
175.77,A,MORTGAGE,Fully Paid
486.48,B,MORTGAGE,Fully Paid
387.15,B,MORTGAGE,Fully Paid
144.41,B,RENT,Fully Paid
152.5,A,RENT,Fully Paid
444.98,D,RENT,Fully Paid
489.2,C,OWN,Charged Off
369.82,B,RENT,Fully Paid
322.63,B,RENT,Fully Paid
248.69,A,MORTGAGE,Fully Paid
32.44,B,MORTGAGE,Fully Paid
313.2,B,MORTGAGE,Fully Paid
64.53,B,MORTGAGE,Fully Paid
190.68,A,MORTGAGE,Fully Paid
240.81,E,MORTGAGE,Charged Off
335.07,C,MORTGAGE,Fully Paid
360.42,E,MORTGAGE,Fully Paid
40.72,A,RENT,Fully Paid
199.77,A,RENT,Fully Paid
308.06,B,MORTGAGE,Fully Paid
461.75,E,MORTGAGE,Fully Paid
377.98,A,RENT,Fully Paid
166.63,C,MORTGAGE,Charged Off
79.5,D,MORTGAGE,Fully Paid
93.2,D,RENT,Fully Paid
404.05,A,MORTGAGE,Fully Paid
93.92,C,RENT,Fully Paid
63.73,B,MORTGAGE,Fully Paid
294.31,D,MORTGAGE,Fully Paid
288.28,A,MORTGAGE,Fully Paid
277.49,C,MORTGAGE,Charged Off
354.21,A,MORTGAGE,Fully Paid
748.92,C,MORTGAGE,Fully Paid
190.47,B,OWN,Fully Paid
205.33,D,RENT,Fully Paid
244.83,B,RENT,Fully Paid
99.24,C,RENT,Fully Paid
101.5,C,RENT,Fully Paid
115.53,B,RENT,Charged Off
361.34,B,RENT,Fully Paid
96.27,B,RENT,Charged Off
38.51,B,RENT,Fully Paid
373.62,A,MORTGAGE,Fully Paid
407.81,A,MORTGAGE,Fully Paid
402.08,C,OWN,Fully Paid
57.14,B,MORTGAGE,Charged Off
111.71,B,RENT,Fully Paid
67.86,B,RENT,Fully Paid
50.59,D,RENT,Fully Paid
64.76,A,OWN,Fully Paid
190.47,B,RENT,Fully Paid
673.11,G,MORTGAGE,Fully Paid
189.61,D,RENT,Fully Paid
191.68,A,RENT,Fully Paid
168.94,A,MORTGAGE,Fully Paid
364.88,B,MORTGAGE,Fully Paid
377.21,A,MORTGAGE,Fully Paid
510.63,C,RENT,Fully Paid
120.64,A,MORTGAGE,Fully Paid
301.6,A,MORTGAGE,Fully Paid
185.27,C,MORTGAGE,Fully Paid
85.87,A,RENT,Fully Paid
502.6,C,RENT,Fully Paid
287.55,A,MORTGAGE,Fully Paid
154.18,A,MORTGAGE,Fully Paid
64.88,B,RENT,Fully Paid
47.54,A,RENT,Fully Paid
212.43,B,MORTGAGE,Charged Off
242.62,A,MORTGAGE,Fully Paid
279.17,E,RENT,Fully Paid
316.64,A,MORTGAGE,Fully Paid
297.37,A,RENT,Fully Paid
300.21,C,MORTGAGE,Fully Paid
78.6,B,MORTGAGE,Charged Off
62.87,A,MORTGAGE,Fully Paid
298.43,B,RENT,Fully Paid
38.87,E,RENT,Fully Paid
151.58,C,OWN,Fully Paid
230.73,A,RENT,Fully Paid
145.85,B,MORTGAGE,Fully Paid
293.87,F,RENT,Fully Paid
462.43,G,MORTGAGE,Fully Paid
428.77,G,MORTGAGE,Charged Off
227.06,B,RENT,Fully Paid
161.69,C,RENT,Fully Paid
396.84,E,MORTGAGE,Fully Paid
390.43,C,MORTGAGE,Fully Paid
226.61,B,MORTGAGE,Fully Paid
102.13,C,RENT,Fully Paid
91.5,A,MORTGAGE,Fully Paid
135.46,C,MORTGAGE,Fully Paid
677.26,C,MORTGAGE,Fully Paid
32.09,B,RENT,Fully Paid
341.01,E,RENT,Fully Paid
352.68,B,RENT,Fully Paid
188.06,D,RENT,Charged Off
136.47,A,RENT,Fully Paid
265.06,F,MORTGAGE,Fully Paid
187.84,A,MORTGAGE,Fully Paid
183,A,RENT,Fully Paid
199.67,A,MORTGAGE,Fully Paid
389.24,B,MORTGAGE,Fully Paid
80.66,B,MORTGAGE,Fully Paid
148.69,A,RENT,Fully Paid
203.18,C,MORTGAGE,Fully Paid
126.98,B,RENT,Fully Paid
105.39,A,OWN,Fully Paid
384.97,F,MORTGAGE,Fully Paid
210.8,E,RENT,Fully Paid
123.2,D,RENT,Fully Paid
181.38,C,RENT,Fully Paid
333.29,B,RENT,Fully Paid
251.68,B,RENT,Fully Paid
192.65,D,RENT,Charged Off
95.24,B,MORTGAGE,Fully Paid
94.05,A,MORTGAGE,Fully Paid
242.92,E,MORTGAGE,Fully Paid
255.33,B,RENT,Fully Paid
328.53,D,OWN,Fully Paid
103.2,C,MORTGAGE,Charged Off
222.21,B,RENT,Fully Paid
358.43,B,RENT,Fully Paid
90.99,A,MORTGAGE,Fully Paid
399.9,C,MORTGAGE,Fully Paid
259.5,B,MORTGAGE,Fully Paid
188.03,A,MORTGAGE,Fully Paid
172.87,A,MORTGAGE,Fully Paid
68.62,A,RENT,Fully Paid
105.56,A,MORTGAGE,Fully Paid
66.36,A,OWN,Fully Paid
268.72,B,MORTGAGE,Fully Paid
379.28,F,MORTGAGE,Fully Paid
338.88,C,MORTGAGE,Charged Off
156.84,A,MORTGAGE,Fully Paid
250.85,E,RENT,Charged Off
181.97,A,MORTGAGE,Fully Paid
229.73,A,RENT,Fully Paid
181.97,A,MORTGAGE,Fully Paid
193.34,A,MORTGAGE,Fully Paid
469.09,C,RENT,Fully Paid
234.73,B,RENT,Fully Paid
164.27,D,MORTGAGE,Fully Paid
167.04,B,MORTGAGE,Fully Paid
265,B,MORTGAGE,Fully Paid
449.88,C,RENT,Fully Paid
112.92,B,RENT,Fully Paid
162.54,A,RENT,Fully Paid
144.55,D,MORTGAGE,Fully Paid
135.85,B,MORTGAGE,Fully Paid
83.32,C,MORTGAGE,Charged Off
549.8,B,MORTGAGE,Fully Paid
151.64,A,RENT,Fully Paid
194.62,B,RENT,Fully Paid
331.76,A,MORTGAGE,Fully Paid
396.8,B,RENT,Fully Paid
101.97,A,MORTGAGE,Fully Paid
291.5,E,RENT,Fully Paid
315.99,E,MORTGAGE,Fully Paid
167.54,C,MORTGAGE,Fully Paid
324.37,B,RENT,Charged Off
436.48,B,MORTGAGE,Fully Paid
134.74,C,RENT,Fully Paid
69.53,D,MORTGAGE,Charged Off
501.15,B,MORTGAGE,Fully Paid
301.6,A,MORTGAGE,Fully Paid
129.05,B,MORTGAGE,Fully Paid
61.6,D,MORTGAGE,Charged Off
502.69,B,RENT,Fully Paid
394.58,G,MORTGAGE,Charged Off
151.64,A,OWN,Fully Paid
216.73,C,RENT,Fully Paid
315.91,B,MORTGAGE,Fully Paid
129.75,B,RENT,Fully Paid
326.82,D,RENT,Fully Paid
253.27,C,MORTGAGE,Fully Paid
202.75,A,MORTGAGE,Fully Paid
355.56,C,RENT,Fully Paid
326.58,C,RENT,Charged Off
226.46,C,MORTGAGE,Fully Paid
48.14,B,RENT,Fully Paid
215.96,A,MORTGAGE,Fully Paid
385.69,B,RENT,Charged Off
162.83,B,MORTGAGE,Charged Off
167.54,C,MORTGAGE,Fully Paid
359.74,C,RENT,Fully Paid
189.55,B,RENT,Fully Paid
134.74,C,MORTGAGE,Fully Paid
206.41,D,MORTGAGE,Fully Paid
369.4,C,OWN,Charged Off
407.78,F,MORTGAGE,Fully Paid
107.34,A,MORTGAGE,Fully Paid
23.51,D,MORTGAGE,Fully Paid
168.43,C,MORTGAGE,Charged Off
517.85,B,MORTGAGE,Fully Paid
81.72,A,RENT,Fully Paid
82.57,D,MORTGAGE,Fully Paid
510.72,B,MORTGAGE,Charged Off
401.35,E,MORTGAGE,Charged Off
154.03,B,RENT,Fully Paid
341.19,B,MORTGAGE,Fully Paid
479.87,C,MORTGAGE,Fully Paid
299.95,B,RENT,Fully Paid
619.23,D,RENT,Charged Off
154.86,B,OWN,Fully Paid
138.77,A,MORTGAGE,Fully Paid
161.32,B,RENT,Fully Paid
194.34,E,RENT,Charged Off
134.74,C,MORTGAGE,Fully Paid
232.61,B,MORTGAGE,Fully Paid
174.73,D,RENT,Fully Paid
57.45,B,RENT,Fully Paid
534.6,B,RENT,Fully Paid
194.44,A,MORTGAGE,Fully Paid
356.81,B,RENT,Fully Paid
195.61,A,RENT,Fully Paid
141.05,D,RENT,Fully Paid
190.47,B,RENT,Fully Paid
180.96,A,MORTGAGE,Fully Paid
455.41,B,RENT,Fully Paid
485.85,C,RENT,Charged Off
277.49,C,MORTGAGE,Fully Paid
226.52,E,RENT,Fully Paid
125.28,B,RENT,Fully Paid
638.33,B,RENT,Fully Paid
142.23,C,RENT,Fully Paid
111.71,B,MORTGAGE,Fully Paid
225.11,A,MORTGAGE,Fully Paid
74.43,C,MORTGAGE,Fully Paid
507.95,C,RENT,Fully Paid
350.32,B,RENT,Fully Paid
869.09,D,MORTGAGE,Charged Off
145.35,C,RENT,Fully Paid
272.34,C,RENT,Fully Paid
578.09,C,OWN,Fully Paid
864.56,D,RENT,Fully Paid
121.31,A,RENT,Fully Paid
315.91,B,MORTGAGE,Fully Paid
370.3,E,RENT,Fully Paid
160.01,C,RENT,Fully Paid
131.15,A,MORTGAGE,Fully Paid
295.18,B,RENT,Fully Paid
869.09,D,RENT,Fully Paid
160.53,C,RENT,Charged Off
410.66,D,MORTGAGE,Fully Paid
300.66,A,MORTGAGE,Fully Paid
573.32,C,MORTGAGE,Charged Off
208.89,B,RENT,Fully Paid
756.84,D,RENT,Fully Paid
239.98,A,MORTGAGE,Fully Paid
86.73,D,RENT,Fully Paid
102.03,E,RENT,Charged Off
215.86,A,RENT,Fully Paid
222.21,B,RENT,Fully Paid
351.08,B,MORTGAGE,Fully Paid
481.34,B,MORTGAGE,Fully Paid
56.77,B,MORTGAGE,Fully Paid
245.36,B,OWN,Charged Off
241.57,B,RENT,Fully Paid
136.89,D,MORTGAGE,Fully Paid
268.02,D,RENT,Fully Paid
481.81,D,RENT,Fully Paid
198.36,E,RENT,Fully Paid
167.04,B,RENT,Charged Off
268.43,A,MORTGAGE,Fully Paid
402.08,C,RENT,Fully Paid
211.12,A,OWN,Fully Paid
612.22,E,MORTGAGE,Charged Off
301.6,A,MORTGAGE,Fully Paid
133.3,C,RENT,Fully Paid
252.73,B,RENT,Fully Paid
95.24,B,RENT,Fully Paid
123.35,A,MORTGAGE,Fully Paid
76.6,B,RENT,Fully Paid
309.62,D,RENT,Charged Off
52.66,B,MORTGAGE,Fully Paid
265.35,A,MORTGAGE,Fully Paid
368.96,C,MORTGAGE,Fully Paid
229.33,C,RENT,Fully Paid
855.54,D,RENT,Fully Paid
180.67,B,RENT,Fully Paid
154.18,A,RENT,Fully Paid
241.86,A,OWN,Fully Paid
810.92,B,RENT,Fully Paid
79.36,B,RENT,Fully Paid
143.38,D,MORTGAGE,Charged Off
250.85,E,RENT,Fully Paid
338.31,C,RENT,Fully Paid
204.69,C,RENT,Charged Off
242.92,E,MORTGAGE,Charged Off
195.61,A,MORTGAGE,Fully Paid
474.95,C,MORTGAGE,Fully Paid
404.72,D,MORTGAGE,Charged Off
514.2,B,MORTGAGE,Fully Paid
873.63,D,MORTGAGE,Fully Paid
123.25,D,MORTGAGE,Charged Off
85.56,D,RENT,Fully Paid
535.77,E,RENT,Charged Off
379.28,F,MORTGAGE,Charged Off
83.77,C,RENT,Fully Paid
144.35,C,MORTGAGE,Fully Paid
521.46,D,MORTGAGE,Fully Paid
171.11,D,OWN,Fully Paid
418.84,C,RENT,Fully Paid
279.07,A,RENT,Fully Paid
195.23,B,MORTGAGE,Fully Paid
39.32,A,OWN,Fully Paid
242.92,E,MORTGAGE,Fully Paid
67.73,C,OWN,Fully Paid
344.52,B,MORTGAGE,Fully Paid
308.15,B,MORTGAGE,Fully Paid
154.86,B,MORTGAGE,Fully Paid
96.79,B,MORTGAGE,Fully Paid
356.35,A,MORTGAGE,Fully Paid
344.24,A,MORTGAGE,Fully Paid
182.18,B,RENT,Fully Paid
302.51,G,RENT,Charged Off
400.77,B,MORTGAGE,Fully Paid
412.82,D,RENT,Charged Off
314.95,B,MORTGAGE,Fully Paid
324.37,B,RENT,Fully Paid
391.82,E,RENT,Charged Off
469.04,E,RENT,Fully Paid
150.8,A,RENT,Fully Paid
221.45,B,MORTGAGE,Charged Off
214.25,B,MORTGAGE,Fully Paid
571.4,B,RENT,Fully Paid
162.19,B,RENT,Fully Paid
369.81,A,MORTGAGE,Fully Paid
122.6,B,MORTGAGE,Fully Paid
45.75,A,MORTGAGE,Fully Paid
228.21,A,MORTGAGE,Fully Paid
166.58,B,OWN,Fully Paid
277.49,C,RENT,Fully Paid
85.03,E,RENT,Fully Paid
39.66,A,MORTGAGE,Fully Paid
195.51,A,RENT,Fully Paid
268.06,C,RENT,Fully Paid
552.86,C,MORTGAGE,Fully Paid
389.06,C,OWN,Fully Paid
199.67,A,RENT,Fully Paid
189.38,A,RENT,Fully Paid
218.72,C,RENT,Fully Paid
211.23,A,RENT,Fully Paid
305.76,A,MORTGAGE,Fully Paid
695.27,D,RENT,Charged Off
292.88,A,RENT,Charged Off
625.09,B,RENT,Fully Paid
332.08,A,RENT,Fully Paid
307.45,B,MORTGAGE,Fully Paid
296.76,C,RENT,Fully Paid
447.22,D,RENT,Fully Paid
330.44,A,RENT,Fully Paid
167.54,C,MORTGAGE,Fully Paid
154.18,A,RENT,Fully Paid
365.19,E,MORTGAGE,Charged Off
302.17,B,MORTGAGE,Fully Paid
385.07,B,RENT,Fully Paid
212.29,A,RENT,Fully Paid
184.01,A,RENT,Fully Paid
237.04,C,RENT,Fully Paid
130.38,C,MORTGAGE,Fully Paid
510.66,B,MORTGAGE,Charged Off
122.67,A,MORTGAGE,Fully Paid
349.75,C,MORTGAGE,Charged Off
342.22,D,MORTGAGE,Fully Paid
91.74,C,RENT,Fully Paid
546.79,B,RENT,Fully Paid
111.01,A,MORTGAGE,Fully Paid
399.9,C,RENT,Charged Off
90.99,A,RENT,Fully Paid
231.25,A,RENT,Fully Paid
56.86,C,RENT,Charged Off
320.23,B,MORTGAGE,Fully Paid
427.08,A,OWN,Fully Paid
901.31,F,MORTGAGE,Charged Off
371.08,A,OWN,Fully Paid
506.82,C,RENT,Fully Paid
221.99,C,RENT,Fully Paid
222.21,B,RENT,Fully Paid
258.1,B,RENT,Fully Paid
758.86,E,MORTGAGE,Fully Paid
223.61,C,RENT,Fully Paid
126.68,A,RENT,Fully Paid
363.93,A,MORTGAGE,Fully Paid
97.31,B,MORTGAGE,Fully Paid
289.09,A,RENT,Fully Paid
336.85,C,OWN,Fully Paid
224.63,B,MORTGAGE,Fully Paid
223.42,B,RENT,Fully Paid
191.19,A,RENT,Fully Paid
184.99,C,MORTGAGE,Fully Paid
107.34,C,MORTGAGE,Fully Paid
109.8,A,RENT,Fully Paid
232.29,B,OWN,Fully Paid
56.8,E,RENT,Fully Paid
335.07,C,OWN,Charged Off
134,D,RENT,Fully Paid
634.88,B,MORTGAGE,Fully Paid
338.63,C,MORTGAGE,Fully Paid
104.86,B,RENT,Fully Paid
383.14,A,MORTGAGE,Fully Paid
129.75,B,RENT,Fully Paid
67.37,C,RENT,Fully Paid
296.24,E,MORTGAGE,Fully Paid
346.93,A,MORTGAGE,Fully Paid
67.37,C,RENT,Fully Paid
132.77,B,MORTGAGE,Fully Paid
346.86,C,RENT,Fully Paid
119.15,C,OWN,Fully Paid
201.65,B,MORTGAGE,Fully Paid
102.13,C,RENT,Fully Paid
293.87,E,RENT,Charged Off
107.93,A,RENT,Fully Paid
286.56,C,RENT,Fully Paid
245.34,A,MORTGAGE,Fully Paid
181.97,A,MORTGAGE,Fully Paid
335.84,B,MORTGAGE,Fully Paid
742.45,E,MORTGAGE,Fully Paid
301.6,A,MORTGAGE,Fully Paid
634.88,B,MORTGAGE,Fully Paid
326.23,F,RENT,Fully Paid
140.26,A,MORTGAGE,Fully Paid
323.78,A,MORTGAGE,Fully Paid
142.21,D,RENT,Fully Paid
321.67,C,RENT,Fully Paid
161.32,B,MORTGAGE,Fully Paid
465.63,A,MORTGAGE,Fully Paid
235.88,B,MORTGAGE,Fully Paid
458.69,A,RENT,Fully Paid
93.16,B,MORTGAGE,Fully Paid
204.26,C,RENT,Fully Paid
105.79,D,OWN,Fully Paid
197.47,D,RENT,Fully Paid
647.32,E,RENT,Fully Paid
323.23,D,MORTGAGE,Fully Paid
283.35,B,RENT,Fully Paid
134.43,A,RENT,Fully Paid
408.88,E,MORTGAGE,Charged Off
522.01,F,RENT,Charged Off
377.47,G,MORTGAGE,Charged Off
282.09,D,MORTGAGE,Fully Paid
259.03,A,MORTGAGE,Fully Paid
140.34,B,MORTGAGE,Fully Paid
270.65,C,MORTGAGE,Fully Paid
185.08,A,MORTGAGE,Fully Paid
159.59,B,RENT,Charged Off
389.24,B,RENT,Charged Off
217.8,C,RENT,Fully Paid
249.5,B,MORTGAGE,Fully Paid
433.22,C,RENT,Fully Paid
160.84,C,MORTGAGE,Fully Paid
243.38,A,MORTGAGE,Fully Paid
333.25,C,MORTGAGE,Fully Paid
298.62,E,RENT,Fully Paid
334.54,D,MORTGAGE,Charged Off
113.53,B,MORTGAGE,Fully Paid
510.07,B,RENT,Fully Paid
233.27,C,RENT,Fully Paid
103.21,D,MORTGAGE,Charged Off
232.01,A,MORTGAGE,Fully Paid
98.14,A,RENT,Fully Paid
79.04,A,RENT,Fully Paid
285.08,A,MORTGAGE,Fully Paid
324.37,B,MORTGAGE,Fully Paid
102.67,D,RENT,Charged Off
651.18,G,RENT,Fully Paid
154.12,A,MORTGAGE,Fully Paid
315.91,B,OWN,Charged Off
129.05,B,RENT,Fully Paid
373.02,B,RENT,Fully Paid
388.11,A,MORTGAGE,Fully Paid
295.91,B,MORTGAGE,Fully Paid
869.09,D,MORTGAGE,Fully Paid
456.73,E,OWN,Fully Paid
138.01,A,MORTGAGE,Fully Paid
282.09,D,RENT,Charged Off
394.58,G,MORTGAGE,Fully Paid
273.76,B,MORTGAGE,Fully Paid
129.05,B,RENT,Fully Paid
210.3,B,OWN,Charged Off
124.49,A,MORTGAGE,Fully Paid
144.55,D,RENT,Fully Paid
190.01,A,MORTGAGE,Fully Paid
39.52,A,RENT,Fully Paid
89.22,B,OWN,Charged Off
210.84,A,OWN,Charged Off
47.62,B,RENT,Fully Paid
165.46,A,RENT,Fully Paid
413.98,A,RENT,Fully Paid
152.5,A,RENT,Fully Paid
246.11,A,MORTGAGE,Fully Paid
194.59,B,MORTGAGE,Fully Paid
230.27,A,MORTGAGE,Fully Paid
270.65,C,RENT,Charged Off
178.59,A,MORTGAGE,Fully Paid
362.38,F,MORTGAGE,Fully Paid
56.46,B,MORTGAGE,Fully Paid
228.75,A,RENT,Fully Paid
200.08,B,RENT,Fully Paid
587.69,D,MORTGAGE,Fully Paid
293.87,E,MORTGAGE,Fully Paid
322.89,B,OWN,Fully Paid
216.08,A,RENT,Fully Paid
547.55,D,RENT,Fully Paid
621.39,F,MORTGAGE,Fully Paid
152.5,A,RENT,Fully Paid
240.03,B,RENT,Fully Paid
127.45,A,MORTGAGE,Fully Paid
484.15,D,RENT,Fully Paid
319.92,C,RENT,Fully Paid
201.04,C,RENT,Fully Paid
299.59,B,RENT,Fully Paid
80.23,B,MORTGAGE,Fully Paid
363.29,B,RENT,Fully Paid
169.16,C,MORTGAGE,Fully Paid
188.64,C,MORTGAGE,Fully Paid
322.63,B,RENT,Fully Paid
252.86,A,MORTGAGE,Fully Paid
116.6,E,RENT,Fully Paid
155.7,B,RENT,Fully Paid
340.86,D,RENT,Fully Paid
445.1,B,MORTGAGE,Charged Off
382.33,D,RENT,Charged Off
129.05,B,RENT,Fully Paid
49.77,E,RENT,Charged Off
869.09,D,OWN,Fully Paid
188.06,D,RENT,Fully Paid
93.37,A,RENT,Fully Paid
280.61,A,MORTGAGE,Fully Paid
233.2,E,MORTGAGE,Fully Paid
129.75,B,RENT,Fully Paid
846.57,C,RENT,Fully Paid
121.31,A,MORTGAGE,Fully Paid
271.03,B,MORTGAGE,Fully Paid
212.77,C,RENT,Fully Paid
355.52,D,MORTGAGE,Fully Paid
68.81,D,MORTGAGE,Fully Paid
189.86,A,RENT,Fully Paid
421.22,B,RENT,Fully Paid
293.87,E,RENT,Fully Paid
293.21,C,RENT,Fully Paid
238.96,D,MORTGAGE,Charged Off
334.54,D,MORTGAGE,Fully Paid
101.59,C,MORTGAGE,Fully Paid
144.27,A,MORTGAGE,Fully Paid
162.19,B,MORTGAGE,Fully Paid
34.05,C,MORTGAGE,Fully Paid
152.5,A,OWN,Fully Paid
89.45,C,MORTGAGE,Charged Off
76.6,B,RENT,Fully Paid
135.46,C,MORTGAGE,Charged Off
168.67,A,RENT,Fully Paid
596,B,MORTGAGE,Fully Paid
46.66,C,RENT,Fully Paid
190.14,A,RENT,Charged Off
121.46,E,RENT,Fully Paid
